0	6
0	7
1	6
1	15
2	2
2	3
3	6
3	14
4	1
4	10
5	1
5	2
6	13
6	14
7	2
8	0
8	10
9	3
9	12
10	14
11	5
11	14
12	1
13	1
14	0
15	1
16	1
16	10
17	5
17	13
17	14
18	4
18	5
18	14
19	5
19	14
20	1
23	4
23	5
23	14
24	4
24	5
24	14
25	0
25	1
25	10
26	0
26	1
26	10
27	0
28	3
28	12
29	2
30	3
30	4
30	13
31	1
31	10
32	1
32	10
33	1
33	2
34	3
34	13
35	1
36	2
37	0
37	1
37	2
37	3
37	10
38	0
38	1
38	10
39	5
39	14
40	1
40	2
41	6
41	15
42	2
42	3
42	12 
43	15
44	0
44	10
45	2
45	12
45	13
46	3
46	12
47	1
47	2
47	10
48	2
49	3
50	1
50	2
50	10
51	2
51	12
52	1
52	10
53	2
53	3
53	12 
55	5
55	6
55	15
56	3
56	4
56	13
57	1
57	2
57	10
58	4
58	5
58	14
59	3
59	4
59	9
59	10
59	11
59	12
59	13
59	15
59	16
60	3
60	12
60	13
61	4
61	13
62	3
62	5
62	12
62	13
62	15
63	1
63	2
64	2
64	12
65	3
65	12
66	6
66	15
67	0
68	4
68	13
69	2
69	3
69	12
70	10
71	4
71	5
71	14
72	12
73	4
73	13
74	2
74	3
74	12
75	3
75	4
75	13
76	5
76	10
76	14
77	3
77	4
77	13
78	2
78	3
78	12
79	0
79	1
79	2
79	2
79	5
79	6
79	7
79	14
80	0
80	10
81	0
81	1
81	10
82	2
82	3
82	12
83	3
83	12
84	5
84	6
84	15
85	3
85	4
85	13
86	3
86	13
87	3
87	12
88	1
88	10
90	3
91	2
92	1
92	2
93	3
93	4
93	13
94	3
94	4
94	5
94	6
94	7
94	13
95	6
95	7
96	14
97	4
97	14
99	3
99	13
100	2
100	12
101	0
101	1
101	2
101	3
101	4
101	5
101	6
101	7
101	10
101	12
102	2
102	3
102	12
103	1
103	10
104	1
104	2
104	3
105	2
105	3
105	12
106	1
106	2
107	4
107	13
108	3
108	4
108	13
109	5
109	15
110	6
110	15
111	3
111	13
112	1
112	10
113	4
113	13
114	6
114	7
115	3
115	4
115	13
116	0
116	1
116	2
116	10
117	1
117	11
118	1
118	2
118	5
118	6
118	15
119	0
119	1
119	2
119	3
119	4
119	5
119	6
119	7
120	0
120	1
120	2
120	3
120	12
121	1
122	6
122	15
124	1
124	2
124	3
124	4
124	5
124	6
124	7
124	12
125	2
126	2
126	3
126	12
127	2
127	13
128	5
128	14
129	3
129	13
130	4
130	5
130	14
131	1
131	10
132	5
132	6
132	15
133	1
133	2
134	3
134	12
135	10
136	2
136	3
136	12
137	2
138	4
138	5
138	14
139	2
139	3
139	12
140	4
140	14
141	2
142	3
142	12
142	13
143	5
143	6
143	15
144	4
144	5
144	14
145	0
146	1
147	3
147	12
148	3
148	4
148	13
149	15
150	5
150	9
150	10
150	11
150	12
150	14
150	16
151	3
151	4
151	13
152	3
152	13
153	2
153	12
154	0
155	3
155	4
155	13
156	3
158	1
159	1
159	10
160	3
161	4
161	13
161	14
162	10
163	4
163	14
164	4
164	13
165	1
166	5
166	6
166	15
168	4
168	7
168	13
169	0
169	1
169	10
170	2
170	3
170	12
171	6
171	15
172	3
172	13
173	5
173	14
174	3
174	12
175	2
175	3
176	1
176	2
177	0
177	2
179	3
179	4
179	13
180	3
180	4
180	13
182	4
182	5
182	13
182	14
183	5
183	14
184	3
184	4
184	13
185	4
185	13
185	14
188	5
188	14
189	4
189	5
189	13
190	2
190	12
191	4
191	5
191	14
192	0
192	1
192	10
193	1
193	2
193	3
193	4
193	5
193	6
193	7
193	12
194	6
194	7
195	1
196	1
196	2
197	12
198	3
198	4
198	13
199	0
199	10
200	3
200	4
200	13
201 	0
201	1
201	2
201	3
201	10
202	2
202	3
202	12
204	3
204	12
204	13
205	2
205	12
206	3
206	4
206	13
207	0
207	10
208	1
208	2
208	10
209	13
210	0
210	1
210	2
210	3
210	4
210	5
210	6
210	7
210	12
210	13
210	14
211	4
211	13
211	14
212	2
212	3
212	12
213	4
213	13
214	1
215	6
215	15
216	4
216	14
217	1
217	2
217	3
217	4
217	5
217	6
217	7
217	13
218	4
218	5
218	14
219	1
219	2
220	5
220	14
221	2
222	4
222	13
223	1
224	13
225	4
225	5
225	14
226	4
226	5
226	14
227	13
228	3
228	4
228	13
229	2
229	3
229	12
230	2
230	3
230	12
231	0
231	1
231	2
231	3
232	6
232	7
232	15
233	2
233	3
233	12
234	3
235	2
236	1
237	3
237	13
238	4
238	14
239	0
239	1
239	10
240	4
240	13
240	14
241	10
242	3
242	4
242	13
243	1
245	3
245	13
246	5
246	15
247	14
248	2
248	12
249	4
249	14
250	6
250	15
251	3
251	13
252	3
252	13
253	5
253	14
254	3
254	4
254	13
255	5
255	14
257	0
257	1
258	3
258	4
258	13
259	5
259	14
260	12
261	3
261	4
261	13
262	13
263	1
264	6
265	4
265	13
266	6
266	7
267	3
267	4
267	13
268	4
268	5
268	14
268	3
269	13
270	6
270	15
271	3
271	4
271	13
272	5
272	6
272	14
273	2
273	12
274	1
274	2
275	6
275	15
276	1
276	10
277	3
277	4
277	13
278	3
278	4
278	13
279	1
279	10
280	6
280	15
281	1
281	2
281	3
282	4
282	13
283	4
283	13
284	5
284	14
285	2
286	0
286	10
287	3
287	4
287	13
288	3
288	12
292	3
292	13
293	2
293	3
293	12
294	6
294	15
295	3
295	13
296	14
297	6
297	15
298	4
298	13
298	14
299	10
300	0
300	10





































